Date from;Date to;Productname;Capacity price [EUR/MW];Energy price [EUR/MWh];Payment direction;Offered power [MW];Acceptance of bid [MW];Bids from AT
16.04.2018;22.04.2018;NEG_NT;11.2;351;Grid to provider;6;6;;
16.04.2018;22.04.2018;NEG_NT;12;3.4;Grid to provider;10;10;;
16.04.2018;22.04.2018;NEG_NT;12;90;Grid to provider;10;10;;
16.04.2018;22.04.2018;NEG_NT;12;3.4;Grid to provider;10;10;;
16.04.2018;22.04.2018;NEG_NT;13.4;798;Grid to provider;5;5;;
16.04.2018;22.04.2018;NEG_NT;13.83;32.267;Grid to provider;10;10;;
16.04.2018;22.04.2018;NEG_NT;14.67;145.68;Grid to provider;5;5;;
16.04.2018;22.04.2018;NEG_NT;14.75;413.75;Grid to provider;5;5;;
16.04.2018;22.04.2018;NEG_NT;15.67;61.133;Grid to provider;10;9;;
16.04.2018;22.04.2018;POS_NT;43.2;55.78;Grid to provider;5;5;X;
16.04.2018;22.04.2018;POS_NT;46.44;5100;Grid to provider;5;5;X;
16.04.2018;22.04.2018;POS_NT;47.52;500;Grid to provider;5;5;X;
16.04.2018;22.04.2018;POS_NT;48.6;55.79;Grid to provider;5;5;X;
16.04.2018;22.04.2018;POS_NT;50.76;366;Grid to provider;5;5;X;
16.04.2018;22.04.2018;POS_HT;56.4;148;Grid to provider;5;5;X;
16.04.2018;22.04.2018;POS_HT;57;55.87;Grid to provider;5;5;X;
16.04.2018;22.04.2018;POS_HT;58.8;468;Grid to provider;5;5;X;
16.04.2018;22.04.2018;POS_HT;59.4;83.99;Grid to provider;8;8;X;
16.04.2018;22.04.2018;POS_NT;59.4;55.8;Grid to provider;5;5;X;
16.04.2018;22.04.2018;POS_NT;60.48;55.81;Grid to provider;5;5;X;
16.04.2018;22.04.2018;POS_NT;61.56;78;Grid to provider;5;5;X;
16.04.2018;22.04.2018;POS_NT;61.56;55.82;Grid to provider;5;5;X;
16.04.2018;22.04.2018;POS_HT;61.8;422;Grid to provider;5;5;X;
16.04.2018;22.04.2018;POS_HT;66;51.9;Grid to provider;10;10;X;
16.04.2018;22.04.2018;POS_HT;69;51.85;Grid to provider;5;5;X;
16.04.2018;22.04.2018;POS_HT;71.4;73.99;Grid to provider;8;8;X;
16.04.2018;22.04.2018;POS_HT;72;640;Grid to provider;5;5;X;
16.04.2018;22.04.2018;POS_NT;72.36;866;Grid to provider;5;5;X;
16.04.2018;22.04.2018;POS_HT;73.2;711;Grid to provider;5;5;X;
16.04.2018;22.04.2018;POS_NT;74.52;51.9;Grid to provider;5;5;X;
16.04.2018;22.04.2018;POS_HT;75;821;Grid to provider;5;5;X;
16.04.2018;22.04.2018;POS_NT;75.6;280;Grid to provider;5;5;X;
16.04.2018;22.04.2018;POS_NT;75.6;498;Grid to provider;5;5;X;
16.04.2018;22.04.2018;POS_HT;78;55.88;Grid to provider;5;5;X;
16.04.2018;22.04.2018;POS_HT;78;990;Grid to provider;5;5;X;
16.04.2018;22.04.2018;POS_NT;79.92;214;Grid to provider;5;5;X;
16.04.2018;22.04.2018;POS_HT;81;686;Grid to provider;5;5;X;
16.04.2018;22.04.2018;POS_HT;81;1200;Grid to provider;5;5;X;
16.04.2018;22.04.2018;POS_HT;84;941;Grid to provider;5;5;X;
16.04.2018;22.04.2018;POS_NT;85.32;51.95;Grid to provider;5;5;X;
16.04.2018;22.04.2018;POS_NT;86.4;499;Grid to provider;5;5;X;
16.04.2018;22.04.2018;POS_HT;87;760;Grid to provider;10;10;X;
16.04.2018;22.04.2018;POS_HT;88.8;438;Grid to provider;10;10;X;
16.04.2018;22.04.2018;POS_HT;89.4;59.99;Grid to provider;8;8;X;
16.04.2018;22.04.2018;POS_NT;89.64;1179;Grid to provider;9;9;X;
16.04.2018;22.04.2018;POS_HT;90;1070;Grid to provider;5;5;X;
16.04.2018;22.04.2018;POS_NT;91.8;718;Grid to provider;5;5;X;
16.04.2018;22.04.2018;POS_HT;92.4;567;Grid to provider;5;5;X;
16.04.2018;22.04.2018;POS_HT;95.4;1180;Grid to provider;10;10;X;
16.04.2018;22.04.2018;POS_NT;97.2;1650;Grid to provider;5;5;X;
16.04.2018;22.04.2018;POS_NT;97.2;51.2;Grid to provider;5;5;X;
16.04.2018;22.04.2018;POS_HT;98.4;160;Grid to provider;5;5;X;
16.04.2018;22.04.2018;POS_HT;99;5100;Grid to provider;5;5;X;
16.04.2018;22.04.2018;POS_NT;99.36;842;Grid to provider;5;5;X;
16.04.2018;22.04.2018;POS_HT;101.4;52.2;Grid to provider;5;5;X;
16.04.2018;22.04.2018;POS_NT;102.6;177.14;Grid to provider;5;5;X;
16.04.2018;22.04.2018;POS_HT;104.4;740;Grid to provider;5;5;X;
16.04.2018;22.04.2018;POS_NT;105.84;378;Grid to provider;5;5;X;
16.04.2018;22.04.2018;POS_HT;106.8;396;Grid to provider;5;5;X;
16.04.2018;22.04.2018;POS_HT;107.4;212;Grid to provider;5;5;X;
16.04.2018;22.04.2018;POS_NT;108;160.3;Grid to provider;5;5;X;
16.04.2018;22.04.2018;POS_HT;110.4;835;Grid to provider;5;5;X;
16.04.2018;22.04.2018;POS_HT;113.4;840;Grid to provider;5;5;X;
16.04.2018;22.04.2018;POS_HT;114;1690;Grid to provider;5;5;X;
16.04.2018;22.04.2018;POS_NT;114.48;271;Grid to provider;5;5;X;
16.04.2018;22.04.2018;POS_HT;116;50.75;Grid to provider;5;5;;
16.04.2018;22.04.2018;POS_HT;116.4;994;Grid to provider;5;5;X;
16.04.2018;22.04.2018;POS_HT;119;63.4;Grid to provider;40;40;;
16.04.2018;22.04.2018;POS_NT;119.88;480;Grid to provider;10;10;X;
16.04.2018;22.04.2018;POS_HT;120;66.9;Grid to provider;5;5;;
16.04.2018;22.04.2018;POS_HT;121.8;780;Grid to provider;5;5;X;
16.04.2018;22.04.2018;POS_HT;122;63.4;Grid to provider;40;40;;
16.04.2018;22.04.2018;POS_HT;122;53.8;Grid to provider;5;5;;
16.04.2018;22.04.2018;POS_HT;123;66.3;Grid to provider;5;5;;
16.04.2018;22.04.2018;POS_HT;124;76.9;Grid to provider;5;5;;
16.04.2018;22.04.2018;POS_HT;124;55.25;Grid to provider;8;8;;
16.04.2018;22.04.2018;POS_HT;125;63.4;Grid to provider;40;40;;
16.04.2018;22.04.2018;POS_NT;125.28;622;Grid to provider;5;5;X;
16.04.2018;22.04.2018;POS_HT;127.2;591;Grid to provider;10;6;X;
16.04.2018;22.04.2018;POS_NT;127.44;398;Grid to provider;5;5;X;
16.04.2018;22.04.2018;POS_HT;128;63.4;Grid to provider;40;40;;
16.04.2018;22.04.2018;POS_HT;129;5999;Grid to provider;8;8;;
16.04.2018;22.04.2018;POS_NT;129.6;1651;Grid to provider;5;5;X;
16.04.2018;22.04.2018;POS_HT;130;9989;Grid to provider;7;7;;
16.04.2018;22.04.2018;POS_HT;130;9988;Grid to provider;5;5;;
16.04.2018;22.04.2018;POS_NT;130.68;1070;Grid to provider;5;5;X;
16.04.2018;22.04.2018;POS_HT;131;78;Grid to provider;40;40;;
16.04.2018;22.04.2018;POS_HT;131.56;9989;Grid to provider;8;8;;
16.04.2018;22.04.2018;POS_HT;131.56;9988;Grid to provider;5;5;;
16.04.2018;22.04.2018;POS_HT;132;5999;Grid to provider;12;12;;
16.04.2018;22.04.2018;POS_HT;133;78;Grid to provider;40;40;;
16.04.2018;22.04.2018;POS_HT;133;398;Grid to provider;29;29;;
16.04.2018;22.04.2018;POS_HT;133.11;9989;Grid to provider;8;8;;
16.04.2018;22.04.2018;POS_HT;133.11;9988;Grid to provider;6;6;;
16.04.2018;22.04.2018;POS_HT;134;5999;Grid to provider;5;5;;
16.04.2018;22.04.2018;POS_HT;134;54.45;Grid to provider;20;20;;
16.04.2018;22.04.2018;POS_HT;134.67;9989;Grid to provider;8;8;;
16.04.2018;22.04.2018;POS_HT;134.67;9988;Grid to provider;6;6;;
16.04.2018;22.04.2018;POS_HT;135.04;69.57;Grid to provider;10;10;;
16.04.2018;22.04.2018;POS_HT;135.33;54.967;Grid to provider;20;20;;
16.04.2018;22.04.2018;POS_HT;135.45;72.01;Grid to provider;10;10;;
16.04.2018;22.04.2018;POS_HT;135.9;76.08;Grid to provider;10;10;;
16.04.2018;22.04.2018;POS_HT;135.99;9549;Grid to provider;5;5;;
16.04.2018;22.04.2018;POS_HT;135.99;9549;Grid to provider;5;5;;
16.04.2018;22.04.2018;POS_HT;136;78;Grid to provider;40;40;;
16.04.2018;22.04.2018;POS_HT;136.07;74.61;Grid to provider;10;10;;
16.04.2018;22.04.2018;POS_HT;136.22;9989;Grid to provider;8;8;;
16.04.2018;22.04.2018;POS_HT;136.22;9988;Grid to provider;5;5;;
16.04.2018;22.04.2018;POS_HT;136.43;80.83;Grid to provider;10;10;;
16.04.2018;22.04.2018;POS_HT;136.67;55.483;Grid to provider;20;20;;
16.04.2018;22.04.2018;POS_HT;136.79;77.76;Grid to provider;10;10;;
16.04.2018;22.04.2018;POS_HT;137;2499;Grid to provider;6;6;;
16.04.2018;22.04.2018;POS_HT;137;57;Grid to provider;40;40;;
16.04.2018;22.04.2018;POS_HT;137.14;85.6;Grid to provider;10;10;;
16.04.2018;22.04.2018;POS_NT;137.16;380;Grid to provider;5;5;X;
16.04.2018;22.04.2018;POS_HT;137.5;81.96;Grid to provider;10;10;;
16.04.2018;22.04.2018;POS_HT;137.5;9983;Grid to provider;5;5;;
16.04.2018;22.04.2018;POS_HT;137.5;9983;Grid to provider;9;9;;
16.04.2018;22.04.2018;POS_HT;137.78;9989;Grid to provider;8;8;;
16.04.2018;22.04.2018;POS_HT;137.78;9988;Grid to provider;5;5;;
16.04.2018;22.04.2018;POS_HT;137.86;86.01;Grid to provider;20;20;;
16.04.2018;22.04.2018;POS_HT;138;6300;Grid to provider;75;75;;
16.04.2018;22.04.2018;POS_HT;138;2500;Grid to provider;9;9;;
16.04.2018;22.04.2018;POS_HT;138;61.8;Grid to provider;5;5;;
16.04.2018;22.04.2018;POS_HT;138;56;Grid to provider;20;20;;
16.04.2018;22.04.2018;POS_HT;138;2500;Grid to provider;15;15;;
16.04.2018;22.04.2018;POS_HT;138.21;88.31;Grid to provider;20;20;;
16.04.2018;22.04.2018;POS_HT;138.57;91.78;Grid to provider;20;20;;
16.04.2018;22.04.2018;POS_HT;138.93;93.1;Grid to provider;20;20;;
16.04.2018;22.04.2018;POS_HT;139;78;Grid to provider;40;40;;
16.04.2018;22.04.2018;POS_HT;139;9800;Grid to provider;11;11;;
16.04.2018;22.04.2018;POS_HT;139;6400;Grid to provider;11;11;;
16.04.2018;22.04.2018;POS_HT;139;63.77;Grid to provider;5;5;;
16.04.2018;22.04.2018;POS_HT;139.29;280.83;Grid to provider;10;10;;
16.04.2018;22.04.2018;POS_HT;139.33;9989;Grid to provider;7;7;;
16.04.2018;22.04.2018;POS_HT;139.33;2498;Grid to provider;5;5;;
16.04.2018;22.04.2018;POS_HT;139.64;260.21;Grid to provider;10;10;;
16.04.2018;22.04.2018;POS_HT;140;247.25;Grid to provider;10;10;;
16.04.2018;22.04.2018;POS_HT;140;211.96;Grid to provider;10;10;;
16.04.2018;22.04.2018;POS_HT;140;300;Grid to provider;5;5;;
16.04.2018;22.04.2018;POS_HT;140;9700;Grid to provider;5;5;;
16.04.2018;22.04.2018;POS_HT;140;60.9;Grid to provider;40;40;;
16.04.2018;22.04.2018;POS_HT;140;72;Grid to provider;40;40;;
16.04.2018;22.04.2018;POS_HT;140.62;191.75;Grid to provider;10;10;;
16.04.2018;22.04.2018;POS_HT;140.89;9989;Grid to provider;7;7;;
16.04.2018;22.04.2018;POS_HT;140.89;2498;Grid to provider;6;6;;
16.04.2018;22.04.2018;POS_HT;141;57.7;Grid to provider;7;7;;
16.04.2018;22.04.2018;POS_HT;141;68.8;Grid to provider;7;7;;
16.04.2018;22.04.2018;POS_HT;141;83.2;Grid to provider;7;7;;
16.04.2018;22.04.2018;POS_HT;141;102.6;Grid to provider;6;6;;
16.04.2018;22.04.2018;POS_HT;141;152.6;Grid to provider;5;5;;
16.04.2018;22.04.2018;POS_HT;141;313.7;Grid to provider;6;6;;
16.04.2018;22.04.2018;POS_HT;141;489.6;Grid to provider;6;6;;
16.04.2018;22.04.2018;POS_HT;141.25;320.97;Grid to provider;20;20;;
16.04.2018;22.04.2018;POS_HT;141.88;323.34;Grid to provider;20;20;;
16.04.2018;22.04.2018;POS_HT;142;105;Grid to provider;40;40;;
16.04.2018;22.04.2018;POS_HT;142.44;5899;Grid to provider;6;6;;
16.04.2018;22.04.2018;POS_HT;142.44;2498;Grid to provider;6;6;;
16.04.2018;22.04.2018;POS_HT;142.5;358.58;Grid to provider;20;20;;
16.04.2018;22.04.2018;POS_NT;142.56;110;Grid to provider;5;5;X;
16.04.2018;22.04.2018;POS_HT;143;64.8;Grid to provider;40;40;;
16.04.2018;22.04.2018;POS_HT;143.12;377.23;Grid to provider;20;20;;
16.04.2018;22.04.2018;POS_HT;143.75;94.44;Grid to provider;29;29;;
16.04.2018;22.04.2018;POS_HT;144;5899;Grid to provider;6;6;;
16.04.2018;22.04.2018;POS_HT;144;5355;Grid to provider;7;7;;
16.04.2018;22.04.2018;POS_HT;144;2498;Grid to provider;5;5;;
16.04.2018;22.04.2018;POS_HT;144;5355;Grid to provider;6;6;;
16.04.2018;22.04.2018;POS_HT;144;91.11;Grid to provider;40;40;;
16.04.2018;22.04.2018;POS_HT;144.38;409.92;Grid to provider;30;30;;
16.04.2018;22.04.2018;POS_HT;144.55;772.123;Grid to provider;40;40;;
16.04.2018;22.04.2018;POS_HT;144.65;9999;Grid to provider;5;5;;
16.04.2018;22.04.2018;POS_HT;145;2571.24;Grid to provider;5;5;;
16.04.2018;22.04.2018;POS_HT;145;4476.4;Grid to provider;5;5;;
16.04.2018;22.04.2018;POS_HT;145;9999;Grid to provider;5;5;;
16.04.2018;22.04.2018;POS_HT;145;105;Grid to provider;40;40;;
16.04.2018;22.04.2018;POS_HT;145;5375;Grid to provider;8;8;;
16.04.2018;22.04.2018;POS_HT;145;76;Grid to provider;40;40;;
16.04.2018;22.04.2018;POS_HT;145.1;1453.137;Grid to provider;40;40;;
16.04.2018;22.04.2018;POS_HT;145.65;2134.15;Grid to provider;40;40;;
16.04.2018;22.04.2018;POS_HT;146;9999;Grid to provider;14;14;;
16.04.2018;22.04.2018;POS_NT;147.96;91;Grid to provider;10;6;X;
16.04.2018;22.04.2018;POS_HT;148;105;Grid to provider;40;40;;
16.04.2018;22.04.2018;POS_HT;148.75;4218.35;Grid to provider;5;5;;
16.04.2018;22.04.2018;POS_NT;149.04;83;Grid to provider;5;5;X;
16.04.2018;22.04.2018;POS_HT;150;60;Grid to provider;48;48;;
16.04.2018;22.04.2018;POS_NT;151.2;1652;Grid to provider;5;5;X;
16.04.2018;22.04.2018;POS_HT;151.4;60.28;Grid to provider;48;48;;
16.04.2018;22.04.2018;POS_HT;152.5;4739.61;Grid to provider;20;20;;
16.04.2018;22.04.2018;POS_HT;152.8;60.56;Grid to provider;46;42;;
16.04.2018;22.04.2018;POS_NT;153.36;1200;Grid to provider;5;5;X;
16.04.2018;22.04.2018;POS_NT;158.76;420;Grid to provider;5;5;X;
16.04.2018;22.04.2018;POS_NT;165.24;414;Grid to provider;5;5;X;
16.04.2018;22.04.2018;POS_NT;178;9999;Grid to provider;5;5;;
16.04.2018;22.04.2018;POS_NT;178;2082;Grid to provider;5;5;;
16.04.2018;22.04.2018;POS_NT;182;5344;Grid to provider;6;6;;
16.04.2018;22.04.2018;POS_NT;182;9999;Grid to provider;13;13;;
16.04.2018;22.04.2018;POS_NT;189;5999;Grid to provider;6;6;;
16.04.2018;22.04.2018;POS_NT;189;66.9;Grid to provider;5;5;;
16.04.2018;22.04.2018;POS_NT;192;53.8;Grid to provider;5;5;;
16.04.2018;22.04.2018;POS_NT;193;66.2;Grid to provider;5;5;;
16.04.2018;22.04.2018;POS_NT;194;79.8;Grid to provider;5;5;;
16.04.2018;22.04.2018;POS_NT;194;5999;Grid to provider;12;12;;
16.04.2018;22.04.2018;POS_NT;195;50.75;Grid to provider;5;5;;
16.04.2018;22.04.2018;POS_NT;195;9989;Grid to provider;6;6;;
16.04.2018;22.04.2018;POS_NT;195;9988;Grid to provider;5;5;;
16.04.2018;22.04.2018;POS_NT;197.67;9989;Grid to provider;6;6;;
16.04.2018;22.04.2018;POS_NT;197.67;9988;Grid to provider;5;5;;
16.04.2018;22.04.2018;POS_NT;199;63.4;Grid to provider;40;40;;
16.04.2018;22.04.2018;POS_NT;199;5999;Grid to provider;13;13;;
16.04.2018;22.04.2018;POS_NT;200.33;9989;Grid to provider;6;6;;
16.04.2018;22.04.2018;POS_NT;200.33;9988;Grid to provider;6;6;;
16.04.2018;22.04.2018;POS_NT;200.46;65.22;Grid to provider;10;10;;
16.04.2018;22.04.2018;POS_NT;200.93;63.3;Grid to provider;10;10;;
16.04.2018;22.04.2018;POS_NT;202;63.4;Grid to provider;40;40;;
16.04.2018;22.04.2018;POS_NT;203;9989;Grid to provider;7;7;;
16.04.2018;22.04.2018;POS_NT;203;9988;Grid to provider;6;6;;
16.04.2018;22.04.2018;POS_NT;204.38;62.64;Grid to provider;10;10;;
16.04.2018;22.04.2018;POS_NT;205;300;Grid to provider;5;5;;
16.04.2018;22.04.2018;POS_NT;205;55.47;Grid to provider;20;20;;
16.04.2018;22.04.2018;POS_NT;205.58;59.59;Grid to provider;10;10;;
16.04.2018;22.04.2018;POS_NT;205.67;9989;Grid to provider;7;7;;
16.04.2018;22.04.2018;POS_NT;205.67;9988;Grid to provider;5;5;;
16.04.2018;22.04.2018;POS_NT;206;63.4;Grid to provider;40;40;;
16.04.2018;22.04.2018;POS_NT;207;5348;Grid to provider;6;6;;
16.04.2018;22.04.2018;POS_NT;207.42;67.31;Grid to provider;10;10;;
16.04.2018;22.04.2018;POS_NT;208.33;9989;Grid to provider;7;7;;
16.04.2018;22.04.2018;POS_NT;208.33;9988;Grid to provider;5;5;;
16.04.2018;22.04.2018;POS_NT;208.67;55.693;Grid to provider;20;20;;
16.04.2018;22.04.2018;POS_NT;208.99;70.92;Grid to provider;10;10;;
16.04.2018;22.04.2018;POS_NT;209.81;9549;Grid to provider;5;5;;
16.04.2018;22.04.2018;POS_NT;209.81;9549;Grid to provider;5;5;;
16.04.2018;22.04.2018;POS_NT;210;63.4;Grid to provider;40;40;;
16.04.2018;22.04.2018;POS_NT;210.77;72.39;Grid to provider;10;10;;
16.04.2018;22.04.2018;POS_NT;211;9989;Grid to provider;6;6;;
16.04.2018;22.04.2018;POS_NT;211;5347;Grid to provider;5;5;;
16.04.2018;22.04.2018;POS_NT;212.33;55.917;Grid to provider;20;20;;
16.04.2018;22.04.2018;POS_NT;212.56;75.36;Grid to provider;10;10;;
16.04.2018;22.04.2018;POS_NT;213;72.1;Grid to provider;40;40;;
16.04.2018;22.04.2018;POS_NT;213;53.8;Grid to provider;7;7;;
16.04.2018;22.04.2018;POS_NT;213;61.6;Grid to provider;7;7;;
16.04.2018;22.04.2018;POS_NT;213;70.6;Grid to provider;7;7;;
16.04.2018;22.04.2018;POS_NT;213;86.3;Grid to provider;6;6;;
16.04.2018;22.04.2018;POS_NT;213;113.4;Grid to provider;5;5;;
16.04.2018;22.04.2018;POS_NT;213;270.8;Grid to provider;6;6;;
16.04.2018;22.04.2018;POS_NT;213;418.8;Grid to provider;6;6;;
16.04.2018;22.04.2018;POS_NT;213;9999;Grid to provider;5;5;;
16.04.2018;22.04.2018;POS_NT;213.67;9989;Grid to provider;6;6;;
16.04.2018;22.04.2018;POS_NT;213.67;5347;Grid to provider;6;6;;
16.04.2018;22.04.2018;POS_NT;214.36;75.58;Grid to provider;20;20;;
16.04.2018;22.04.2018;POS_NT;215;64;Grid to provider;48;48;;
16.04.2018;22.04.2018;POS_NT;216;56.14;Grid to provider;20;20;;
16.04.2018;22.04.2018;POS_NT;216.15;78.33;Grid to provider;20;20;;
16.04.2018;22.04.2018;POS_NT;216.33;9989;Grid to provider;6;6;;
16.04.2018;22.04.2018;POS_NT;216.33;5347;Grid to provider;6;6;;
16.04.2018;22.04.2018;POS_NT;217;72.1;Grid to provider;40;40;;
16.04.2018;22.04.2018;POS_NT;217.95;81.78;Grid to provider;20;20;;
16.04.2018;22.04.2018;POS_NT;218;5229;Grid to provider;7;7;;
16.04.2018;22.04.2018;POS_NT;218;54.9;Grid to provider;5;5;;
16.04.2018;22.04.2018;POS_NT;218;54.89;Grid to provider;16;16;;
16.04.2018;22.04.2018;POS_NT;218;6900;Grid to provider;76;76;;
16.04.2018;22.04.2018;POS_NT;218;3700;Grid to provider;9;9;;
16.04.2018;22.04.2018;POS_NT;218;5229;Grid to provider;6;6;;
16.04.2018;22.04.2018;POS_NT;218;3700;Grid to provider;16;16;;
16.04.2018;22.04.2018;POS_NT;218.52;62.37;Grid to provider;20;20;;
16.04.2018;22.04.2018;POS_NT;219;9985;Grid to provider;5;5;;
16.04.2018;22.04.2018;POS_NT;219;5349;Grid to provider;6;6;;
16.04.2018;22.04.2018;POS_NT;219;5347;Grid to provider;5;5;;
16.04.2018;22.04.2018;POS_NT;219;9985;Grid to provider;8;8;;
16.04.2018;22.04.2018;POS_NT;219.74;82.69;Grid to provider;20;20;;
16.04.2018;22.04.2018;POS_NT;220;72.1;Grid to provider;40;40;;
16.04.2018;22.04.2018;POS_NT;220.31;71.41;Grid to provider;20;20;;
16.04.2018;22.04.2018;POS_NT;220.43;62.627;Grid to provider;20;20;;
16.04.2018;22.04.2018;POS_NT;221;348;Grid to provider;29;29;;
16.04.2018;22.04.2018;POS_NT;221.54;85.75;Grid to provider;30;30;;
16.04.2018;22.04.2018;POS_NT;222.01;74.227;Grid to provider;20;20;;
16.04.2018;22.04.2018;POS_NT;222.34;62.883;Grid to provider;20;20;;
16.04.2018;22.04.2018;POS_NT;222.5;64.35;Grid to provider;48;48;;
16.04.2018;22.04.2018;POS_NT;222.5;9985;Grid to provider;5;5;;
16.04.2018;22.04.2018;POS_NT;223.3;9999;Grid to provider;5;5;;
16.04.2018;22.04.2018;POS_NT;223.33;87.82;Grid to provider;30;30;;
16.04.2018;22.04.2018;POS_NT;223.33;226.41;Grid to provider;10;10;;
16.04.2018;22.04.2018;POS_NT;223.71;77.043;Grid to provider;20;20;;
16.04.2018;22.04.2018;POS_NT;224;72.1;Grid to provider;40;40;;
16.04.2018;22.04.2018;POS_NT;224;9800;Grid to provider;11;11;;
16.04.2018;22.04.2018;POS_NT;224;7300;Grid to provider;9;9;;
16.04.2018;22.04.2018;POS_NT;224.25;63.14;Grid to provider;20;20;;
16.04.2018;22.04.2018;POS_NT;225;64.7;Grid to provider;46;46;;
16.04.2018;22.04.2018;POS_NT;225;9700;Grid to provider;5;5;;
16.04.2018;22.04.2018;POS_NT;225.41;79.86;Grid to provider;20;20;;
16.04.2018;22.04.2018;POS_NT;225.67;220.59;Grid to provider;10;10;;
16.04.2018;22.04.2018;POS_NT;226.47;111.27;Grid to provider;10;10;;
16.04.2018;22.04.2018;POS_NT;227;63.83;Grid to provider;5;5;;
16.04.2018;22.04.2018;POS_NT;227.5;65.05;Grid to provider;46;46;;
16.04.2018;22.04.2018;POS_NT;228;211.45;Grid to provider;10;10;;
16.04.2018;22.04.2018;POS_NT;228;91.8;Grid to provider;40;40;;
16.04.2018;22.04.2018;POS_NT;228;61.77;Grid to provider;5;5;;
16.04.2018;22.04.2018;POS_NT;228.32;1446.553;Grid to provider;10;10;;
16.04.2018;22.04.2018;POS_NT;229.75;65.75;Grid to provider;5;5;;
16.04.2018;22.04.2018;POS_NT;230;65.4;Grid to provider;46;46;;
16.04.2018;22.04.2018;POS_NT;230.18;2781.836;Grid to provider;10;10;;
16.04.2018;22.04.2018;POS_NT;230.33;244.45;Grid to provider;21;21;;
16.04.2018;22.04.2018;POS_NT;231;91.8;Grid to provider;40;40;;
16.04.2018;22.04.2018;POS_NT;232.03;4117.119;Grid to provider;10;10;;
16.04.2018;22.04.2018;POS_NT;232.5;65.75;Grid to provider;49;49;;
16.04.2018;22.04.2018;POS_NT;232.67;195.42;Grid to provider;10;10;;
16.04.2018;22.04.2018;POS_NT;233.89;5452.401;Grid to provider;10;10;;
16.04.2018;22.04.2018;POS_NT;233.9;3783;Grid to provider;5;5;;
16.04.2018;22.04.2018;POS_NT;235;172.39;Grid to provider;10;10;;
16.04.2018;22.04.2018;POS_NT;235;91.8;Grid to provider;40;40;;
16.04.2018;22.04.2018;POS_NT;235;66.1;Grid to provider;25;25;;
16.04.2018;22.04.2018;POS_NT;235.74;6787.684;Grid to provider;10;10;;
16.04.2018;22.04.2018;POS_NT;237.33;176.62;Grid to provider;10;10;;
16.04.2018;22.04.2018;POS_NT;237.5;66.45;Grid to provider;27;23;;
