DATUM VON;DATUM BIS;PRODUKTNAME;LEISTUNGSPREIS [EUR/MW];ARBEITSPREIS [EUR/MWh];AP_ZAHLUNGSRICHTUNG;ANGEBOTENE_LEISTUNG [MW];BEZUSCHLAGTE_LEISTUNG [MW];ANGEBOTE_AUS_AT
14.05.2018;20.05.2018;NEG_HT;0;484;Netz an Anbieter;9;9;;
14.05.2018;20.05.2018;NEG_NT;0;484;Netz an Anbieter;10;10;;
14.05.2018;20.05.2018;NEG_NT;0;5350;Netz an Anbieter;9;9;;
14.05.2018;20.05.2018;NEG_NT;0;3230;Netz an Anbieter;8;8;;
14.05.2018;20.05.2018;NEG_NT;0;5499;Netz an Anbieter;5;5;;
14.05.2018;20.05.2018;NEG_NT;0;5499;Netz an Anbieter;5;5;;
14.05.2018;20.05.2018;NEG_NT;0;5499;Netz an Anbieter;5;5;;
14.05.2018;20.05.2018;NEG_HT;0;469;Netz an Anbieter;20;20;;
14.05.2018;20.05.2018;NEG_HT;0;469;Netz an Anbieter;15;15;;
14.05.2018;20.05.2018;NEG_HT;0;469;Netz an Anbieter;15;15;;
14.05.2018;20.05.2018;NEG_HT;0;469;Netz an Anbieter;15;15;;
14.05.2018;20.05.2018;NEG_HT;0;469;Netz an Anbieter;15;15;;
14.05.2018;20.05.2018;NEG_HT;0;469;Netz an Anbieter;15;15;;
14.05.2018;20.05.2018;NEG_HT;0;469;Netz an Anbieter;15;15;;
14.05.2018;20.05.2018;NEG_HT;0;469;Netz an Anbieter;10;10;;
14.05.2018;20.05.2018;NEG_HT;0;469;Netz an Anbieter;8;8;;
14.05.2018;20.05.2018;NEG_HT;0;476;Netz an Anbieter;7;7;;
14.05.2018;20.05.2018;NEG_HT;0;1,95;Netz an Anbieter;5;5;;
14.05.2018;20.05.2018;NEG_HT;0;325;Netz an Anbieter;21;21;;
14.05.2018;20.05.2018;NEG_HT;0;354,75;Netz an Anbieter;5;5;;
14.05.2018;20.05.2018;NEG_HT;0;485,75;Netz an Anbieter;5;5;;
14.05.2018;20.05.2018;NEG_HT;0;419,75;Netz an Anbieter;6;6;;
14.05.2018;20.05.2018;NEG_HT;0;500;Netz an Anbieter;7;7;;
14.05.2018;20.05.2018;NEG_HT;0;489;Netz an Anbieter;7;7;;
14.05.2018;20.05.2018;NEG_HT;0;479;Netz an Anbieter;6;6;;
14.05.2018;20.05.2018;NEG_HT;0;519;Netz an Anbieter;153;153;;
14.05.2018;20.05.2018;NEG_HT;0;16,1;Anbieter an Netz;5;5;;
14.05.2018;20.05.2018;NEG_HT;0;2,4;Anbieter an Netz;5;5;;
14.05.2018;20.05.2018;NEG_HT;0;94,4;Netz an Anbieter;5;5;;
14.05.2018;20.05.2018;NEG_HT;0;7,4;Netz an Anbieter;5;5;;
14.05.2018;20.05.2018;NEG_HT;0;8,4;Netz an Anbieter;6;6;;
14.05.2018;20.05.2018;NEG_HT;0;9,4;Netz an Anbieter;6;6;;
14.05.2018;20.05.2018;NEG_HT;0;12,4;Netz an Anbieter;6;6;;
14.05.2018;20.05.2018;NEG_HT;0;14,4;Netz an Anbieter;6;6;;
14.05.2018;20.05.2018;NEG_HT;0;16,4;Netz an Anbieter;6;6;;
14.05.2018;20.05.2018;NEG_NT;0;5,1;Anbieter an Netz;5;5;;
14.05.2018;20.05.2018;NEG_NT;0;2,4;Anbieter an Netz;5;5;;
14.05.2018;20.05.2018;NEG_NT;0;84,4;Netz an Anbieter;5;5;;
14.05.2018;20.05.2018;NEG_HT;0;475;Netz an Anbieter;8;8;;
14.05.2018;20.05.2018;NEG_HT;0;10,9;Netz an Anbieter;15;15;;
14.05.2018;20.05.2018;NEG_HT;0;178;Netz an Anbieter;25;25;;
14.05.2018;20.05.2018;NEG_NT;0;27,4;Netz an Anbieter;10;10;;
14.05.2018;20.05.2018;NEG_NT;0;443;Netz an Anbieter;15;15;;
14.05.2018;20.05.2018;NEG_NT;0;338;Netz an Anbieter;15;15;;
14.05.2018;20.05.2018;NEG_HT;0;235;Netz an Anbieter;5;5;;
14.05.2018;20.05.2018;NEG_HT;0;235;Netz an Anbieter;5;5;;
14.05.2018;20.05.2018;NEG_HT;0;385;Netz an Anbieter;17;17;;
14.05.2018;20.05.2018;NEG_HT;0;519;Netz an Anbieter;42;16;;
14.05.2018;20.05.2018;NEG_HT;0;469;Netz an Anbieter;15;15;;
14.05.2018;20.05.2018;NEG_HT;0;469;Netz an Anbieter;10;10;;
14.05.2018;20.05.2018;NEG_HT;0;469;Netz an Anbieter;9;9;;
14.05.2018;20.05.2018;NEG_HT;0;469;Netz an Anbieter;5;5;;
14.05.2018;20.05.2018;NEG_HT;0;412;Netz an Anbieter;6;6;;
14.05.2018;20.05.2018;NEG_HT;0;410;Netz an Anbieter;5;5;;
14.05.2018;20.05.2018;NEG_HT;0;411;Netz an Anbieter;5;5;;
14.05.2018;20.05.2018;NEG_HT;0;411;Netz an Anbieter;5;5;;
14.05.2018;20.05.2018;NEG_HT;0;180;Netz an Anbieter;10;10;;
14.05.2018;20.05.2018;NEG_HT;0;221;Netz an Anbieter;7;7;;
14.05.2018;20.05.2018;NEG_HT;0;478;Netz an Anbieter;5;5;;
14.05.2018;20.05.2018;NEG_HT;0;1,2;Netz an Anbieter;57;57;;
14.05.2018;20.05.2018;NEG_HT;0;1,75;Anbieter an Netz;57;57;;
14.05.2018;20.05.2018;NEG_HT;0;4,7;Anbieter an Netz;56;56;;
14.05.2018;20.05.2018;NEG_HT;0;7,54;Anbieter an Netz;56;56;;
14.05.2018;20.05.2018;NEG_HT;0;7,65;Anbieter an Netz;56;56;;
14.05.2018;20.05.2018;NEG_HT;0;8,7;Anbieter an Netz;50;50;;
14.05.2018;20.05.2018;NEG_HT;0;481;Netz an Anbieter;9;9;;
14.05.2018;20.05.2018;NEG_NT;0;484;Netz an Anbieter;6;6;;
14.05.2018;20.05.2018;NEG_HT;0;489;Netz an Anbieter;27;27;;
14.05.2018;20.05.2018;NEG_HT;0;475;Netz an Anbieter;6;6;;
14.05.2018;20.05.2018;NEG_HT;0;350;Netz an Anbieter;5;5;;
14.05.2018;20.05.2018;NEG_NT;0;450;Netz an Anbieter;5;5;;
14.05.2018;20.05.2018;NEG_HT;0;519;Netz an Anbieter;53;5;;
14.05.2018;20.05.2018;NEG_HT;0;300;Netz an Anbieter;9;9;;
14.05.2018;20.05.2018;NEG_HT;0;185;Netz an Anbieter;9;9;;
14.05.2018;20.05.2018;NEG_HT;0;198;Netz an Anbieter;5;5;;
14.05.2018;20.05.2018;NEG_HT;0;475;Netz an Anbieter;5;5;;
14.05.2018;20.05.2018;NEG_HT;0;7,9;Anbieter an Netz;26;26;;
14.05.2018;20.05.2018;NEG_HT;0;7;Netz an Anbieter;26;26;;
14.05.2018;20.05.2018;NEG_HT;0;23;Netz an Anbieter;34;34;;
14.05.2018;20.05.2018;NEG_HT;0;489;Netz an Anbieter;70;70;;
14.05.2018;20.05.2018;NEG_HT;0;289;Netz an Anbieter;50;50;;
14.05.2018;20.05.2018;NEG_HT;0;29;Netz an Anbieter;50;50;;
14.05.2018;20.05.2018;NEG_HT;0;22;Netz an Anbieter;50;50;;
14.05.2018;20.05.2018;NEG_HT;0;19;Netz an Anbieter;50;50;;
14.05.2018;20.05.2018;NEG_HT;0;10;Netz an Anbieter;50;50;;
14.05.2018;20.05.2018;NEG_HT;0;211,25;Netz an Anbieter;5;5;;
14.05.2018;20.05.2018;NEG_HT;0;303,6;Netz an Anbieter;5;5;;
14.05.2018;20.05.2018;NEG_HT;0;469;Netz an Anbieter;10;10;;
14.05.2018;20.05.2018;NEG_HT;0;469;Netz an Anbieter;10;10;;
14.05.2018;20.05.2018;NEG_HT;0;469;Netz an Anbieter;10;10;;
14.05.2018;20.05.2018;NEG_HT;0;469;Netz an Anbieter;10;10;;
14.05.2018;20.05.2018;NEG_HT;0;469;Netz an Anbieter;7;7;;
14.05.2018;20.05.2018;NEG_NT;0;3,5;Anbieter an Netz;5;5;X;
14.05.2018;20.05.2018;NEG_NT;0;3,4;Anbieter an Netz;5;5;X;
14.05.2018;20.05.2018;NEG_NT;0;3,3;Anbieter an Netz;5;5;X;
14.05.2018;20.05.2018;NEG_NT;0;3,2;Anbieter an Netz;5;5;X;
14.05.2018;20.05.2018;NEG_NT;0;27;Netz an Anbieter;5;5;X;
14.05.2018;20.05.2018;NEG_NT;0;28;Netz an Anbieter;5;5;X;
14.05.2018;20.05.2018;NEG_NT;0;29;Netz an Anbieter;5;5;X;
14.05.2018;20.05.2018;NEG_NT;0;30;Netz an Anbieter;5;5;X;
14.05.2018;20.05.2018;NEG_NT;0;31;Netz an Anbieter;5;5;X;
14.05.2018;20.05.2018;NEG_HT;0;15;Netz an Anbieter;5;5;X;
14.05.2018;20.05.2018;NEG_HT;0;15,5;Netz an Anbieter;5;5;X;
14.05.2018;20.05.2018;NEG_HT;0;16;Netz an Anbieter;5;5;X;
14.05.2018;20.05.2018;NEG_HT;0;16,5;Netz an Anbieter;5;5;X;
14.05.2018;20.05.2018;NEG_HT;0;17;Netz an Anbieter;5;5;X;
14.05.2018;20.05.2018;NEG_HT;0;22;Netz an Anbieter;5;5;X;
14.05.2018;20.05.2018;NEG_HT;0;22,5;Netz an Anbieter;5;5;X;
14.05.2018;20.05.2018;NEG_NT;0;31;Netz an Anbieter;5;5;X;
14.05.2018;20.05.2018;NEG_NT;0;36;Netz an Anbieter;5;5;X;
14.05.2018;20.05.2018;NEG_NT;0;39;Netz an Anbieter;5;5;X;
14.05.2018;20.05.2018;NEG_HT;0;22;Netz an Anbieter;5;5;X;
14.05.2018;20.05.2018;NEG_NT;0;11,8;Netz an Anbieter;10;10;X;
14.05.2018;20.05.2018;NEG_NT;0;4,1;Netz an Anbieter;5;5;X;
14.05.2018;20.05.2018;NEG_NT;0;44,8;Netz an Anbieter;5;5;X;
14.05.2018;20.05.2018;NEG_NT;0;23,8;Netz an Anbieter;5;5;X;
14.05.2018;20.05.2018;NEG_NT;0;32,8;Netz an Anbieter;5;5;X;
14.05.2018;20.05.2018;NEG_HT;0;1;Netz an Anbieter;5;5;X;
14.05.2018;20.05.2018;NEG_HT;0;5,8;Netz an Anbieter;5;5;X;
14.05.2018;20.05.2018;NEG_HT;0;10,8;Netz an Anbieter;5;5;X;
14.05.2018;20.05.2018;NEG_HT;0;17,8;Netz an Anbieter;5;5;X;
14.05.2018;20.05.2018;NEG_NT;0;15;Netz an Anbieter;10;10;X;
14.05.2018;20.05.2018;NEG_NT;0;40;Netz an Anbieter;11;11;X;
14.05.2018;20.05.2018;NEG_NT;0;41,5;Netz an Anbieter;10;10;X;
14.05.2018;20.05.2018;NEG_NT;0;45;Netz an Anbieter;5;5;X;
14.05.2018;20.05.2018;NEG_HT;0;11;Netz an Anbieter;10;10;X;
14.05.2018;20.05.2018;NEG_HT;0;18;Netz an Anbieter;10;10;X;
14.05.2018;20.05.2018;NEG_HT;0;18,5;Netz an Anbieter;10;6;X;
14.05.2018;20.05.2018;NEG_HT;0;19,8;Netz an Anbieter;5;5;X;
14.05.2018;20.05.2018;NEG_NT;0;28,9;Netz an Anbieter;5;5;X;
14.05.2018;20.05.2018;NEG_NT;0;6,14;Anbieter an Netz;5;5;X;
14.05.2018;20.05.2018;NEG_NT;0;6,04;Anbieter an Netz;5;5;X;
14.05.2018;20.05.2018;NEG_NT;0;23;Netz an Anbieter;5;5;X;
14.05.2018;20.05.2018;NEG_NT;0;24;Netz an Anbieter;5;5;X;
14.05.2018;20.05.2018;NEG_HT;0;11,93;Anbieter an Netz;5;5;X;
14.05.2018;20.05.2018;NEG_HT;0;11,7;Anbieter an Netz;10;10;X;
14.05.2018;20.05.2018;NEG_HT;0;1,9;Anbieter an Netz;5;5;X;
14.05.2018;20.05.2018;NEG_HT;0;1,87;Anbieter an Netz;10;10;X;
14.05.2018;20.05.2018;NEG_HT;0;1;Netz an Anbieter;5;5;X;
14.05.2018;20.05.2018;NEG_HT;0;4;Netz an Anbieter;5;5;X;
14.05.2018;20.05.2018;NEG_HT;0;7;Netz an Anbieter;10;10;X;
14.05.2018;20.05.2018;NEG_HT;0;10;Netz an Anbieter;5;5;X;
14.05.2018;20.05.2018;NEG_HT;0;13;Netz an Anbieter;5;5;X;
14.05.2018;20.05.2018;NEG_HT;0;16;Netz an Anbieter;5;5;X;
14.05.2018;20.05.2018;NEG_HT;0;19;Netz an Anbieter;5;5;X;
14.05.2018;20.05.2018;NEG_HT;0;22;Netz an Anbieter;5;5;X;
14.05.2018;20.05.2018;NEG_NT;0;13,6;Netz an Anbieter;10;10;X;
14.05.2018;20.05.2018;NEG_NT;0;24;Netz an Anbieter;10;10;X;
14.05.2018;20.05.2018;NEG_NT;0;28;Netz an Anbieter;10;10;X;
14.05.2018;20.05.2018;NEG_NT;0;43;Netz an Anbieter;10;7;X;
14.05.2018;20.05.2018;NEG_HT;0;6,35;Netz an Anbieter;10;10;X;
14.05.2018;20.05.2018;NEG_HT;0;13,2;Netz an Anbieter;10;10;X;
14.05.2018;20.05.2018;NEG_HT;0;14,7;Netz an Anbieter;10;10;X;
14.05.2018;20.05.2018;NEG_HT;0;18,4;Netz an Anbieter;10;10;X;
14.05.2018;20.05.2018;NEG_HT;0;5,98;Netz an Anbieter;5;5;X;
14.05.2018;20.05.2018;NEG_HT;0;5,99;Netz an Anbieter;5;5;X;
14.05.2018;20.05.2018;NEG_HT;0;6;Netz an Anbieter;5;5;X;
14.05.2018;20.05.2018;NEG_HT;0;6,01;Netz an Anbieter;5;5;X;
14.05.2018;20.05.2018;NEG_HT;0;6,02;Netz an Anbieter;9;9;X;
14.05.2018;20.05.2018;NEG_HT;0;8,2;Netz an Anbieter;5;5;X;
14.05.2018;20.05.2018;NEG_HT;0;19,8;Netz an Anbieter;5;5;X;
14.05.2018;20.05.2018;NEG_NT;0;8,4;Netz an Anbieter;10;10;X;
14.05.2018;20.05.2018;NEG_NT;0;8,5;Netz an Anbieter;10;10;X;
14.05.2018;20.05.2018;NEG_NT;0;8,6;Netz an Anbieter;10;10;X;
14.05.2018;20.05.2018;NEG_NT;0;8,7;Netz an Anbieter;5;5;X;
14.05.2018;20.05.2018;NEG_NT;0;8,8;Netz an Anbieter;7;7;X;
14.05.2018;20.05.2018;NEG_NT;0;23,4;Netz an Anbieter;5;5;X;
14.05.2018;20.05.2018;NEG_NT;0;37,4;Netz an Anbieter;5;5;X;
14.05.2018;20.05.2018;NEG_NT;0;64,99;Netz an Anbieter;9;5;X;
14.05.2018;20.05.2018;NEG_NT;0;22,57;Netz an Anbieter;5;5;X;
14.05.2018;20.05.2018;NEG_HT;0;13,87;Netz an Anbieter;5;5;X;
14.05.2018;20.05.2018;NEG_NT;2;15,65;Netz an Anbieter;40;40;;
14.05.2018;20.05.2018;NEG_NT;2;15,65;Netz an Anbieter;40;40;;
14.05.2018;20.05.2018;NEG_NT;3;15,65;Netz an Anbieter;40;40;;
14.05.2018;20.05.2018;NEG_NT;4;31;Netz an Anbieter;40;40;;
14.05.2018;20.05.2018;NEG_NT;4;925;Netz an Anbieter;21;21;;
14.05.2018;20.05.2018;NEG_NT;4,98;846;Netz an Anbieter;13;13;;
14.05.2018;20.05.2018;NEG_NT;5;31;Netz an Anbieter;40;40;;
14.05.2018;20.05.2018;NEG_NT;5;2,84;Anbieter an Netz;32;32;;
14.05.2018;20.05.2018;NEG_NT;5;420;Netz an Anbieter;5;5;;
14.05.2018;20.05.2018;NEG_NT;5,02;846;Netz an Anbieter;14;14;;
14.05.2018;20.05.2018;NEG_NT;5,06;846;Netz an Anbieter;5;5;;
14.05.2018;20.05.2018;NEG_NT;5,06;9999;Netz an Anbieter;15;15;;
14.05.2018;20.05.2018;NEG_NT;5,11;846;Netz an Anbieter;10;10;;
14.05.2018;20.05.2018;NEG_NT;5,16;846;Netz an Anbieter;15;15;;
14.05.2018;20.05.2018;NEG_NT;5,21;846;Netz an Anbieter;10;10;;
14.05.2018;20.05.2018;NEG_NT;5,26;846;Netz an Anbieter;12;12;;
14.05.2018;20.05.2018;NEG_NT;5,5;9894;Netz an Anbieter;50;50;;
14.05.2018;20.05.2018;NEG_NT;5,9;9894;Netz an Anbieter;50;50;;
14.05.2018;20.05.2018;NEG_NT;5,96;5997;Netz an Anbieter;10;10;;
14.05.2018;20.05.2018;NEG_NT;6;31;Netz an Anbieter;40;40;;
14.05.2018;20.05.2018;NEG_NT;6;31;Netz an Anbieter;40;40;;
14.05.2018;20.05.2018;NEG_NT;6;1250;Netz an Anbieter;18;18;;
14.05.2018;20.05.2018;NEG_NT;6,03;12,4;Netz an Anbieter;5;5;;
14.05.2018;20.05.2018;NEG_NT;6,1;5997;Netz an Anbieter;5;5;;
14.05.2018;20.05.2018;NEG_NT;6,24;5997;Netz an Anbieter;5;5;;
14.05.2018;20.05.2018;NEG_NT;6,25;11,24;Netz an Anbieter;20;20;;
14.05.2018;20.05.2018;NEG_NT;6,38;5997;Netz an Anbieter;5;5;;
14.05.2018;20.05.2018;NEG_NT;6,75;846;Netz an Anbieter;15;15;;
14.05.2018;20.05.2018;NEG_NT;6,83;846;Netz an Anbieter;10;10;;
14.05.2018;20.05.2018;NEG_NT;6,91;846;Netz an Anbieter;7;7;;
14.05.2018;20.05.2018;NEG_NT;6,99;846;Netz an Anbieter;7;7;;
14.05.2018;20.05.2018;NEG_NT;7;348;Netz an Anbieter;5;5;;
14.05.2018;20.05.2018;NEG_NT;7;318;Netz an Anbieter;40;40;;
14.05.2018;20.05.2018;NEG_NT;7,33;151,25;Netz an Anbieter;5;5;;
14.05.2018;20.05.2018;NEG_NT;7,5;9,05;Netz an Anbieter;20;20;;
14.05.2018;20.05.2018;NEG_NT;7,5;62,9;Netz an Anbieter;5;5;;
14.05.2018;20.05.2018;NEG_NT;7,55;678;Netz an Anbieter;6;6;;
14.05.2018;20.05.2018;NEG_NT;8;318;Netz an Anbieter;40;40;;
14.05.2018;20.05.2018;NEG_NT;8;490;Netz an Anbieter;6;6;;
14.05.2018;20.05.2018;NEG_NT;8;28;Netz an Anbieter;6;6;;
14.05.2018;20.05.2018;NEG_NT;8,23;3,54;Anbieter an Netz;39;39;;
14.05.2018;20.05.2018;NEG_NT;8,39;180;Netz an Anbieter;10;10;;
14.05.2018;20.05.2018;NEG_NT;8,41;1772,61;Netz an Anbieter;5;5;;
14.05.2018;20.05.2018;NEG_NT;8,45;3,32;Anbieter an Netz;38;38;;
14.05.2018;20.05.2018;NEG_NT;8,75;16,76;Netz an Anbieter;10;10;;
14.05.2018;20.05.2018;NEG_NT;8,75;234,75;Netz an Anbieter;5;5;;
14.05.2018;20.05.2018;NEG_NT;9;979;Netz an Anbieter;5;5;;
14.05.2018;20.05.2018;NEG_NT;9;979;Netz an Anbieter;137;137;;
14.05.2018;20.05.2018;NEG_NT;9;979;Netz an Anbieter;40;40;;
14.05.2018;20.05.2018;NEG_NT;9;9500;Netz an Anbieter;6;6;;
14.05.2018;20.05.2018;NEG_NT;9;979;Netz an Anbieter;50;50;;
14.05.2018;20.05.2018;NEG_NT;9;400;Netz an Anbieter;9;9;;
14.05.2018;20.05.2018;NEG_NT;9;339;Netz an Anbieter;9;9;;
14.05.2018;20.05.2018;NEG_NT;9,28;303,6;Netz an Anbieter;5;5;;
14.05.2018;20.05.2018;NEG_NT;9,4;465;Netz an Anbieter;5;5;;
14.05.2018;20.05.2018;NEG_NT;9,58;2,74;Anbieter an Netz;37;37;;
14.05.2018;20.05.2018;NEG_NT;9,75;490,75;Netz an Anbieter;5;5;;
14.05.2018;20.05.2018;NEG_NT;9,89;527,95;Netz an Anbieter;5;5;;
14.05.2018;20.05.2018;NEG_NT;9,89;527,95;Netz an Anbieter;5;5;;
14.05.2018;20.05.2018;NEG_NT;10;22,87;Netz an Anbieter;10;10;;
14.05.2018;20.05.2018;NEG_NT;10;525;Netz an Anbieter;10;10;;
14.05.2018;20.05.2018;NEG_NT;10;630;Netz an Anbieter;5;5;;
14.05.2018;20.05.2018;NEG_NT;10,5;490;Netz an Anbieter;6;6;;
14.05.2018;20.05.2018;NEG_NT;10,5;28;Netz an Anbieter;6;6;;
14.05.2018;20.05.2018;NEG_NT;10,8;680;Netz an Anbieter;6;6;;
14.05.2018;20.05.2018;NEG_NT;10,89;500;Netz an Anbieter;5;5;;
14.05.2018;20.05.2018;NEG_NT;10,89;500;Netz an Anbieter;7;7;;
14.05.2018;20.05.2018;NEG_NT;10,9;339;Netz an Anbieter;7;7;;
14.05.2018;20.05.2018;NEG_NT;11,22;750;Netz an Anbieter;5;5;;
14.05.2018;20.05.2018;NEG_NT;11,25;20,97;Netz an Anbieter;10;10;;
14.05.2018;20.05.2018;NEG_NT;11,34;2,16;Anbieter an Netz;39;39;;
14.05.2018;20.05.2018;NEG_NT;11,75;549,75;Netz an Anbieter;6;6;;
14.05.2018;20.05.2018;NEG_NT;11,76;1772,61;Netz an Anbieter;5;5;;
14.05.2018;20.05.2018;NEG_NT;11,98;469;Netz an Anbieter;7;7;;
14.05.2018;20.05.2018;NEG_NT;11,98;468;Netz an Anbieter;8;8;;
14.05.2018;20.05.2018;NEG_NT;12,4;1,58;Anbieter an Netz;39;39;;
14.05.2018;20.05.2018;NEG_NT;12,5;4,29;Netz an Anbieter;20;20;;
14.05.2018;20.05.2018;NEG_NT;12,5;935;Netz an Anbieter;5;5;;
14.05.2018;20.05.2018;NEG_NT;12,58;677;Netz an Anbieter;5;5;;
14.05.2018;20.05.2018;NEG_NT;13;490;Netz an Anbieter;8;8;;
14.05.2018;20.05.2018;NEG_NT;13;28;Netz an Anbieter;6;6;;
14.05.2018;20.05.2018;NEG_NT;13,17;1500;Netz an Anbieter;8;8;;
14.05.2018;20.05.2018;NEG_NT;13,7;5300;Netz an Anbieter;5;5;;
14.05.2018;20.05.2018;NEG_NT;13,75;1,23;Anbieter an Netz;20;20;;
14.05.2018;20.05.2018;NEG_NT;14;490;Netz an Anbieter;6;6;;
14.05.2018;20.05.2018;NEG_NT;14,2;21,2;Netz an Anbieter;5;5;;
14.05.2018;20.05.2018;NEG_NT;14,3;235;Netz an Anbieter;5;5;;
14.05.2018;20.05.2018;NEG_NT;14,3;235;Netz an Anbieter;5;5;;
14.05.2018;20.05.2018;NEG_NT;14,46;1;Anbieter an Netz;36;36;;
14.05.2018;20.05.2018;NEG_NT;14,97;23,2;Netz an Anbieter;6;6;;
14.05.2018;20.05.2018;NEG_NT;15;27,91;Netz an Anbieter;10;10;;
14.05.2018;20.05.2018;NEG_NT;15;468,59;Netz an Anbieter;5;5;;
14.05.2018;20.05.2018;NEG_NT;15;9850;Netz an Anbieter;5;5;;
14.05.2018;20.05.2018;NEG_NT;15,11;1772,61;Netz an Anbieter;9;9;;
14.05.2018;20.05.2018;NEG_NT;15,11;5500;Netz an Anbieter;5;5;;
14.05.2018;20.05.2018;NEG_NT;15,5;490;Netz an Anbieter;8;8;;
14.05.2018;20.05.2018;NEG_NT;15,5;28;Netz an Anbieter;8;8;;
14.05.2018;20.05.2018;NEG_NT;15,74;25,2;Netz an Anbieter;6;6;;
14.05.2018;20.05.2018;NEG_NT;16;28;Netz an Anbieter;6;6;;
14.05.2018;20.05.2018;NEG_NT;16,48;0,42;Anbieter an Netz;39;39;;
14.05.2018;20.05.2018;NEG_NT;16,51;27,2;Netz an Anbieter;6;6;;
14.05.2018;20.05.2018;NEG_NT;16,75;679,75;Netz an Anbieter;5;5;;
14.05.2018;20.05.2018;NEG_NT;17,14;324,84;Netz an Anbieter;10;10;;
14.05.2018;20.05.2018;NEG_NT;17,28;29,2;Netz an Anbieter;6;6;;
14.05.2018;20.05.2018;NEG_NT;18;1990;Netz an Anbieter;27;14;;
14.05.2018;20.05.2018;POS_HT;55,2;235;Netz an Anbieter;5;5;X;
14.05.2018;20.05.2018;POS_HT;62;45,8;Netz an Anbieter;5;5;;
14.05.2018;20.05.2018;POS_HT;64;50,65;Netz an Anbieter;40;40;;
14.05.2018;20.05.2018;POS_HT;65;50,65;Netz an Anbieter;40;40;;
14.05.2018;20.05.2018;POS_HT;66,6;3190;Netz an Anbieter;5;5;X;
14.05.2018;20.05.2018;POS_HT;67;50,65;Netz an Anbieter;40;40;;
14.05.2018;20.05.2018;POS_HT;68;50,65;Netz an Anbieter;40;40;;
14.05.2018;20.05.2018;POS_HT;69;9999;Netz an Anbieter;5;5;;
14.05.2018;20.05.2018;POS_HT;69;3565;Netz an Anbieter;11;11;;
14.05.2018;20.05.2018;POS_HT;70;50,65;Netz an Anbieter;40;40;;
14.05.2018;20.05.2018;POS_HT;70;46,89;Netz an Anbieter;30;30;;
14.05.2018;20.05.2018;POS_HT;70,47;47,53;Netz an Anbieter;30;30;;
14.05.2018;20.05.2018;POS_HT;70,8;134,87;Netz an Anbieter;5;5;X;
14.05.2018;20.05.2018;POS_HT;71;63,91;Netz an Anbieter;40;40;;
14.05.2018;20.05.2018;POS_HT;71,11;48,05;Netz an Anbieter;30;30;;
14.05.2018;20.05.2018;POS_HT;71,67;48,75;Netz an Anbieter;20;20;;
14.05.2018;20.05.2018;POS_HT;72;9999;Netz an Anbieter;20;20;;
14.05.2018;20.05.2018;POS_HT;72,22;49,29;Netz an Anbieter;20;20;;
14.05.2018;20.05.2018;POS_HT;72,78;49,58;Netz an Anbieter;20;20;;
14.05.2018;20.05.2018;POS_HT;73;63,91;Netz an Anbieter;40;40;;
14.05.2018;20.05.2018;POS_HT;73,33;101,46;Netz an Anbieter;31;31;;
