DATUM VON;DATUM BIS;PRODUKTNAME;LEISTUNGSPREIS [EUR/MW];ARBEITSPREIS [EUR/MWh];AP_ZAHLUNGSRICHTUNG;ANGEBOTENE_LEISTUNG [MW];BEZUSCHLAGTE_LEISTUNG [MW];ANGEBOTE_AUS_AT
19.03.2018;25.03.2018;NEG_NT;0;194;Netz an Anbieter;5;5;;
19.03.2018;25.03.2018;NEG_HT;0;500;Netz an Anbieter;6;6;;
19.03.2018;25.03.2018;NEG_NT;0;530;Netz an Anbieter;6;6;;
19.03.2018;25.03.2018;NEG_HT;0;12,98;Anbieter an Netz;5;5;;
19.03.2018;25.03.2018;NEG_HT;0;11,97;Anbieter an Netz;40;40;;
19.03.2018;25.03.2018;NEG_HT;0;11,97;Anbieter an Netz;40;40;;
19.03.2018;25.03.2018;NEG_HT;0;11,97;Anbieter an Netz;40;40;;
19.03.2018;25.03.2018;NEG_HT;0;11,97;Anbieter an Netz;40;40;;
19.03.2018;25.03.2018;NEG_HT;0;7,45;Netz an Anbieter;40;40;;
19.03.2018;25.03.2018;NEG_NT;0;3,42;Anbieter an Netz;5;5;;
19.03.2018;25.03.2018;NEG_NT;0;95;Netz an Anbieter;40;40;;
19.03.2018;25.03.2018;NEG_NT;0;95;Netz an Anbieter;40;40;;
19.03.2018;25.03.2018;NEG_NT;0;95;Netz an Anbieter;40;40;;
19.03.2018;25.03.2018;NEG_NT;0;95;Netz an Anbieter;40;40;;
19.03.2018;25.03.2018;NEG_NT;0;95;Netz an Anbieter;40;40;;
19.03.2018;25.03.2018;NEG_HT;0;279;Netz an Anbieter;15;15;;
19.03.2018;25.03.2018;NEG_HT;0;309;Netz an Anbieter;19;19;;
19.03.2018;25.03.2018;NEG_NT;0;279;Netz an Anbieter;12;12;;
19.03.2018;25.03.2018;NEG_NT;0;464;Netz an Anbieter;18;18;;
19.03.2018;25.03.2018;NEG_NT;0;747;Netz an Anbieter;6;6;;
19.03.2018;25.03.2018;NEG_NT;0;1,76;Anbieter an Netz;10;10;;
19.03.2018;25.03.2018;NEG_NT;0;35,99;Netz an Anbieter;20;20;;
19.03.2018;25.03.2018;NEG_NT;0;25,1;Netz an Anbieter;10;10;;
19.03.2018;25.03.2018;NEG_NT;0;46,71;Netz an Anbieter;20;20;;
19.03.2018;25.03.2018;NEG_NT;0;1,55;Anbieter an Netz;10;10;;
19.03.2018;25.03.2018;NEG_NT;0;18,98;Netz an Anbieter;10;10;;
19.03.2018;25.03.2018;NEG_NT;0;1,35;Anbieter an Netz;20;20;;
19.03.2018;25.03.2018;NEG_NT;0;14,66;Netz an Anbieter;10;10;;
19.03.2018;25.03.2018;NEG_NT;0;1,18;Anbieter an Netz;20;20;;
19.03.2018;25.03.2018;NEG_NT;0;9,92;Netz an Anbieter;10;10;;
19.03.2018;25.03.2018;NEG_NT;0;0,99;Anbieter an Netz;26;26;;
19.03.2018;25.03.2018;NEG_HT;0;10,16;Anbieter an Netz;10;10;;
19.03.2018;25.03.2018;NEG_HT;0;9,77;Anbieter an Netz;10;10;;
19.03.2018;25.03.2018;NEG_HT;0;8,8;Anbieter an Netz;10;10;;
19.03.2018;25.03.2018;NEG_HT;0;8,4;Anbieter an Netz;10;10;;
19.03.2018;25.03.2018;NEG_HT;0;10,81;Anbieter an Netz;10;10;;
19.03.2018;25.03.2018;NEG_HT;0;8,05;Anbieter an Netz;10;10;;
19.03.2018;25.03.2018;NEG_HT;0;6,99;Anbieter an Netz;10;10;;
19.03.2018;25.03.2018;NEG_HT;0;6,68;Anbieter an Netz;16;16;;
19.03.2018;25.03.2018;NEG_NT;0;2,98;Anbieter an Netz;10;10;;
