DATUM VON;DATUM BIS;PRODUKTNAME;LEISTUNGSPREIS [EUR/MW];ARBEITSPREIS [EUR/MWh];AP_ZAHLUNGSRICHTUNG;ANGEBOTENE_LEISTUNG [MW];BEZUSCHLAGTE_LEISTUNG [MW];ANGEBOTE_AUS_AT
30.04.2018;06.05.2018;NEG_HT;0;198;Netz an Anbieter;5;5;;
30.04.2018;06.05.2018;NEG_HT;0;380;Netz an Anbieter;5;5;;
30.04.2018;06.05.2018;NEG_NT;0;175;Netz an Anbieter;5;5;;
30.04.2018;06.05.2018;NEG_NT;0;495;Netz an Anbieter;5;5;;
30.04.2018;06.05.2018;NEG_NT;0;9945;Netz an Anbieter;5;5;;
30.04.2018;06.05.2018;NEG_HT;0;211,25;Netz an Anbieter;5;5;;
30.04.2018;06.05.2018;NEG_HT;0;350;Netz an Anbieter;5;5;;
30.04.2018;06.05.2018;NEG_HT;0;300;Netz an Anbieter;20;20;;
30.04.2018;06.05.2018;NEG_HT;0;277,778;Netz an Anbieter;20;20;;
30.04.2018;06.05.2018;NEG_HT;0;255,556;Netz an Anbieter;20;20;;
30.04.2018;06.05.2018;NEG_HT;0;233,333;Netz an Anbieter;20;20;;
30.04.2018;06.05.2018;NEG_HT;0;211,111;Netz an Anbieter;20;20;;
30.04.2018;06.05.2018;NEG_HT;0;188,889;Netz an Anbieter;20;20;;
30.04.2018;06.05.2018;NEG_HT;0;166,667;Netz an Anbieter;20;20;;
30.04.2018;06.05.2018;NEG_HT;0;144,444;Netz an Anbieter;20;20;;
30.04.2018;06.05.2018;NEG_HT;0;122,222;Netz an Anbieter;20;20;;
30.04.2018;06.05.2018;NEG_HT;0;100;Netz an Anbieter;20;20;;
30.04.2018;06.05.2018;NEG_HT;0;75;Netz an Anbieter;20;20;;
30.04.2018;06.05.2018;NEG_HT;0;71,25;Netz an Anbieter;20;20;;
30.04.2018;06.05.2018;NEG_HT;0;67,5;Netz an Anbieter;20;20;;
30.04.2018;06.05.2018;NEG_HT;0;63,75;Netz an Anbieter;20;20;;
30.04.2018;06.05.2018;NEG_HT;0;60;Netz an Anbieter;20;20;;
30.04.2018;06.05.2018;NEG_HT;0;19;Netz an Anbieter;20;20;;
30.04.2018;06.05.2018;NEG_HT;0;749;Netz an Anbieter;28;28;;
30.04.2018;06.05.2018;NEG_HT;0;2,41;Anbieter an Netz;10;10;;
30.04.2018;06.05.2018;NEG_HT;0;1,43;Anbieter an Netz;10;10;;
30.04.2018;06.05.2018;NEG_HT;0;0,25;Anbieter an Netz;10;10;;
