DATUM VON;DATUM BIS;PRODUKTNAME;LEISTUNGSPREIS [EUR/MW];ARBEITSPREIS [EUR/MWh];AP_ZAHLUNGSRICHTUNG;ANGEBOTENE_LEISTUNG [MW];BEZUSCHLAGTE_LEISTUNG [MW];ANGEBOTE_AUS_AT
22.01.2018;28.01.2018;NEG_HT;0;876;Netz an Anbieter;15;15;;
22.01.2018;28.01.2018;NEG_HT;0;876;Netz an Anbieter;15;15;;
22.01.2018;28.01.2018;NEG_HT;0;876;Netz an Anbieter;9;9;;
22.01.2018;28.01.2018;NEG_HT;0;598;Netz an Anbieter;5;5;;
22.01.2018;28.01.2018;NEG_HT;0;3,84;Anbieter an Netz;5;5;;
22.01.2018;28.01.2018;NEG_HT;0;18,45;Netz an Anbieter;40;40;;
22.01.2018;28.01.2018;NEG_HT;0;18,45;Netz an Anbieter;40;40;;
22.01.2018;28.01.2018;NEG_HT;0;18,45;Netz an Anbieter;40;40;;
22.01.2018;28.01.2018;NEG_HT;0;18,45;Netz an Anbieter;40;40;;
22.01.2018;28.01.2018;NEG_HT;0;18,45;Netz an Anbieter;40;40;;
22.01.2018;28.01.2018;NEG_HT;0;970;Netz an Anbieter;5;5;;
22.01.2018;28.01.2018;NEG_HT;0;142;Netz an Anbieter;5;5;;
22.01.2018;28.01.2018;NEG_HT;0;182;Netz an Anbieter;5;5;;
22.01.2018;28.01.2018;NEG_HT;0;4,9;Netz an Anbieter;5;5;;
22.01.2018;28.01.2018;NEG_HT;0;279;Netz an Anbieter;5;5;;
22.01.2018;28.01.2018;NEG_HT;0;27,25;Netz an Anbieter;5;5;;
22.01.2018;28.01.2018;NEG_HT;0;880;Netz an Anbieter;5;5;;
22.01.2018;28.01.2018;NEG_HT;0;113;Netz an Anbieter;5;5;;
22.01.2018;28.01.2018;NEG_HT;0;4999;Netz an Anbieter;5;5;;
22.01.2018;28.01.2018;NEG_HT;0;4999;Netz an Anbieter;5;5;;
22.01.2018;28.01.2018;NEG_HT;0;598;Netz an Anbieter;8;8;;
22.01.2018;28.01.2018;NEG_HT;0;598;Netz an Anbieter;6;6;;
22.01.2018;28.01.2018;NEG_HT;0;5800;Netz an Anbieter;9;9;;
22.01.2018;28.01.2018;NEG_HT;0;6000;Netz an Anbieter;9;9;;
22.01.2018;28.01.2018;NEG_HT;0;471;Netz an Anbieter;11;11;;
22.01.2018;28.01.2018;NEG_HT;0;537;Netz an Anbieter;13;13;;
22.01.2018;28.01.2018;NEG_HT;0;271;Netz an Anbieter;16;16;;
22.01.2018;28.01.2018;NEG_HT;0;348;Netz an Anbieter;5;5;;
22.01.2018;28.01.2018;NEG_HT;0;5997;Netz an Anbieter;15;15;;
22.01.2018;28.01.2018;NEG_HT;0;5997;Netz an Anbieter;15;15;;
22.01.2018;28.01.2018;NEG_HT;0;5997;Netz an Anbieter;15;15;;
22.01.2018;28.01.2018;NEG_HT;0;5997;Netz an Anbieter;15;15;;
22.01.2018;28.01.2018;NEG_HT;0;5997;Netz an Anbieter;15;15;;
22.01.2018;28.01.2018;NEG_HT;0;5997;Netz an Anbieter;15;15;;
22.01.2018;28.01.2018;NEG_HT;0;5997;Netz an Anbieter;15;15;;
22.01.2018;28.01.2018;NEG_HT;0;5997;Netz an Anbieter;15;15;;
22.01.2018;28.01.2018;NEG_HT;0;5997;Netz an Anbieter;8;8;;
22.01.2018;28.01.2018;NEG_HT;0;1671,67;Netz an Anbieter;8;8;;
22.01.2018;28.01.2018;NEG_HT;0;489;Netz an Anbieter;8;8;;
22.01.2018;28.01.2018;NEG_HT;0;599,75;Netz an Anbieter;7;7;;
22.01.2018;28.01.2018;NEG_HT;0;478;Netz an Anbieter;22;22;;
22.01.2018;28.01.2018;NEG_HT;0;6,6;Anbieter an Netz;5;5;;
22.01.2018;28.01.2018;NEG_HT;0;19,4;Netz an Anbieter;5;5;;
22.01.2018;28.01.2018;NEG_HT;0;744,2;Netz an Anbieter;5;5;;
22.01.2018;28.01.2018;NEG_HT;0;4,4;Netz an Anbieter;7;7;;
22.01.2018;28.01.2018;NEG_HT;0;6,4;Netz an Anbieter;7;7;;
22.01.2018;28.01.2018;NEG_HT;0;8,4;Netz an Anbieter;7;7;;
22.01.2018;28.01.2018;NEG_HT;0;10,4;Netz an Anbieter;7;7;;
22.01.2018;28.01.2018;NEG_HT;0;12,4;Netz an Anbieter;7;7;;
22.01.2018;28.01.2018;NEG_HT;0;14,4;Netz an Anbieter;7;7;;
22.01.2018;28.01.2018;NEG_HT;0;16,4;Netz an Anbieter;7;7;;
22.01.2018;28.01.2018;NEG_HT;0;18,4;Netz an Anbieter;7;7;;
22.01.2018;28.01.2018;NEG_HT;0;20,4;Netz an Anbieter;7;7;;
22.01.2018;28.01.2018;NEG_HT;0;22,4;Netz an Anbieter;8;8;;
22.01.2018;28.01.2018;NEG_HT;0;24,4;Netz an Anbieter;8;8;;
22.01.2018;28.01.2018;NEG_HT;0;970;Netz an Anbieter;60;60;;
22.01.2018;28.01.2018;NEG_HT;0;470;Netz an Anbieter;10;10;;
22.01.2018;28.01.2018;NEG_HT;0;537;Netz an Anbieter;6;6;;
22.01.2018;28.01.2018;NEG_HT;0;498;Netz an Anbieter;5;5;;
22.01.2018;28.01.2018;NEG_HT;0;498;Netz an Anbieter;5;5;;
22.01.2018;28.01.2018;NEG_HT;0;798;Netz an Anbieter;5;5;;
22.01.2018;28.01.2018;NEG_HT;0;798;Netz an Anbieter;5;5;;
22.01.2018;28.01.2018;NEG_HT;0;960;Netz an Anbieter;11;11;;
22.01.2018;28.01.2018;NEG_HT;0;12,8;Netz an Anbieter;5;5;;
22.01.2018;28.01.2018;NEG_HT;0;850;Netz an Anbieter;42;42;;
22.01.2018;28.01.2018;NEG_HT;0;175,6;Netz an Anbieter;50;50;;
22.01.2018;28.01.2018;NEG_HT;0;161,08;Netz an Anbieter;50;50;;
22.01.2018;28.01.2018;NEG_HT;0;146,56;Netz an Anbieter;50;50;;
22.01.2018;28.01.2018;NEG_HT;0;132,04;Netz an Anbieter;50;50;;
22.01.2018;28.01.2018;NEG_HT;0;117,52;Netz an Anbieter;50;50;;
22.01.2018;28.01.2018;NEG_HT;0;235;Netz an Anbieter;5;5;;
22.01.2018;28.01.2018;NEG_HT;0;235;Netz an Anbieter;5;5;;
22.01.2018;28.01.2018;NEG_HT;0;64;Netz an Anbieter;20;20;;
22.01.2018;28.01.2018;NEG_HT;0;87;Netz an Anbieter;20;20;;
22.01.2018;28.01.2018;NEG_HT;0;970;Netz an Anbieter;16;16;;
22.01.2018;28.01.2018;NEG_HT;0;49;Netz an Anbieter;5;5;;
22.01.2018;28.01.2018;NEG_HT;0;5997;Netz an Anbieter;12;12;;
22.01.2018;28.01.2018;NEG_HT;0;5997;Netz an Anbieter;12;12;;
22.01.2018;28.01.2018;NEG_HT;0;5997;Netz an Anbieter;11;11;;
22.01.2018;28.01.2018;NEG_HT;0;5997;Netz an Anbieter;11;11;;
22.01.2018;28.01.2018;NEG_HT;0;636;Netz an Anbieter;17;17;;
22.01.2018;28.01.2018;NEG_HT;0;294;Netz an Anbieter;10;10;;
22.01.2018;28.01.2018;NEG_HT;0;649;Netz an Anbieter;6;6;;
22.01.2018;28.01.2018;NEG_HT;0;160;Netz an Anbieter;5;5;;
22.01.2018;28.01.2018;NEG_HT;0;800;Netz an Anbieter;5;5;;
22.01.2018;28.01.2018;NEG_HT;0;9950;Netz an Anbieter;5;5;;
22.01.2018;28.01.2018;NEG_HT;0;9999;Netz an Anbieter;15;15;;
22.01.2018;28.01.2018;NEG_HT;0;179;Netz an Anbieter;5;5;;
22.01.2018;28.01.2018;NEG_HT;0;456;Netz an Anbieter;5;5;;
22.01.2018;28.01.2018;NEG_HT;0;4887;Netz an Anbieter;5;5;;
22.01.2018;28.01.2018;NEG_HT;0;489;Netz an Anbieter;28;28;;
22.01.2018;28.01.2018;NEG_HT;0;838;Netz an Anbieter;6;6;;
22.01.2018;28.01.2018;NEG_HT;0;876;Netz an Anbieter;10;10;;
22.01.2018;28.01.2018;NEG_HT;0;876;Netz an Anbieter;10;10;;
22.01.2018;28.01.2018;NEG_HT;0;876;Netz an Anbieter;10;10;;
22.01.2018;28.01.2018;NEG_HT;0;876;Netz an Anbieter;10;10;;
22.01.2018;28.01.2018;NEG_HT;0;876;Netz an Anbieter;10;10;;
22.01.2018;28.01.2018;NEG_HT;0;80;Netz an Anbieter;20;20;;
22.01.2018;28.01.2018;NEG_HT;0;80;Netz an Anbieter;20;20;;
22.01.2018;28.01.2018;NEG_HT;0;25;Netz an Anbieter;20;20;;
22.01.2018;28.01.2018;NEG_HT;0;25;Netz an Anbieter;20;20;;
22.01.2018;28.01.2018;NEG_HT;0;25;Netz an Anbieter;20;20;;
22.01.2018;28.01.2018;NEG_HT;0;25;Netz an Anbieter;20;20;;
22.01.2018;28.01.2018;NEG_HT;0;25;Netz an Anbieter;20;20;;
22.01.2018;28.01.2018;NEG_HT;0;25;Netz an Anbieter;20;20;;
22.01.2018;28.01.2018;NEG_HT;0;25;Netz an Anbieter;20;20;;
22.01.2018;28.01.2018;NEG_HT;0;15;Netz an Anbieter;20;20;;
