DATUM VON;DATUM BIS;PRODUKTNAME;LEISTUNGSPREIS [EUR/MW];ARBEITSPREIS [EUR/MWh];AP_ZAHLUNGSRICHTUNG;ANGEBOTENE_LEISTUNG [MW];BEZUSCHLAGTE_LEISTUNG [MW];ANGEBOTE_AUS_AT
16.04.2018;22.04.2018;NEG_HT;0;2,83;Anbieter an Netz;10;10;;
16.04.2018;22.04.2018;NEG_HT;0;2,13;Anbieter an Netz;10;10;;
16.04.2018;22.04.2018;NEG_HT;0;0,71;Anbieter an Netz;10;10;;
16.04.2018;22.04.2018;NEG_HT;0;0,31;Netz an Anbieter;10;10;;
16.04.2018;22.04.2018;NEG_HT;0;0,92;Netz an Anbieter;10;10;;
16.04.2018;22.04.2018;NEG_HT;0;2,42;Netz an Anbieter;10;10;;
16.04.2018;22.04.2018;NEG_HT;0;3,04;Netz an Anbieter;21;21;;
16.04.2018;22.04.2018;NEG_HT;0;3,59;Netz an Anbieter;21;21;;
16.04.2018;22.04.2018;NEG_HT;0;5,24;Netz an Anbieter;30;30;;
16.04.2018;22.04.2018;NEG_HT;0;124,3;Netz an Anbieter;5;5;;
16.04.2018;22.04.2018;NEG_NT;0;4,38;Anbieter an Netz;10;10;;
16.04.2018;22.04.2018;NEG_HT;0;5499;Netz an Anbieter;6;6;;
16.04.2018;22.04.2018;NEG_NT;0;5499;Netz an Anbieter;6;6;;
16.04.2018;22.04.2018;NEG_HT;0;717;Netz an Anbieter;5;5;;
16.04.2018;22.04.2018;NEG_HT;0;717;Netz an Anbieter;15;15;;
16.04.2018;22.04.2018;NEG_HT;0;717;Netz an Anbieter;17;17;;
16.04.2018;22.04.2018;NEG_HT;0;15,22;Anbieter an Netz;5;5;;
16.04.2018;22.04.2018;NEG_HT;0;2,95;Netz an Anbieter;40;40;;
16.04.2018;22.04.2018;NEG_HT;0;2,95;Netz an Anbieter;40;40;;
16.04.2018;22.04.2018;NEG_HT;0;2,95;Netz an Anbieter;40;40;;
16.04.2018;22.04.2018;NEG_HT;0;2,95;Netz an Anbieter;40;40;;
16.04.2018;22.04.2018;NEG_HT;0;2,95;Netz an Anbieter;40;40;;
16.04.2018;22.04.2018;NEG_NT;0;5,25;Anbieter an Netz;5;5;;
16.04.2018;22.04.2018;NEG_NT;0;14,35;Netz an Anbieter;40;40;;
16.04.2018;22.04.2018;NEG_NT;0;14,35;Netz an Anbieter;40;40;;
16.04.2018;22.04.2018;NEG_NT;0;14,35;Netz an Anbieter;40;40;;
16.04.2018;22.04.2018;NEG_NT;0;14,35;Netz an Anbieter;40;40;;
16.04.2018;22.04.2018;NEG_NT;0;14,35;Netz an Anbieter;40;40;;
