DATUM VON;DATUM BIS;PRODUKTNAME;LEISTUNGSPREIS [EUR/MW];ARBEITSPREIS [EUR/MWh];AP_ZAHLUNGSRICHTUNG;ANGEBOTENE_LEISTUNG [MW];BEZUSCHLAGTE_LEISTUNG [MW];ANGEBOTE_AUS_AT
11.06.2018;17.06.2018;NEG_HT;0;4490;Netz an Anbieter;5;5;;
11.06.2018;17.06.2018;NEG_HT;0;11,72;Anbieter an Netz;10;10;;
11.06.2018;17.06.2018;NEG_HT;0;10,23;Anbieter an Netz;10;10;;
11.06.2018;17.06.2018;NEG_HT;0;9,17;Anbieter an Netz;10;10;;
11.06.2018;17.06.2018;NEG_HT;0;7,46;Anbieter an Netz;20;20;;
11.06.2018;17.06.2018;NEG_HT;0;6,18;Anbieter an Netz;20;20;;
11.06.2018;17.06.2018;NEG_HT;0;4,36;Anbieter an Netz;8;8;;
11.06.2018;17.06.2018;NEG_NT;0;5,98;Anbieter an Netz;10;10;;
11.06.2018;17.06.2018;NEG_NT;0;3,56;Anbieter an Netz;40;40;;
11.06.2018;17.06.2018;NEG_NT;0;3,56;Anbieter an Netz;40;40;;
11.06.2018;17.06.2018;NEG_NT;0;3,56;Anbieter an Netz;40;40;;
11.06.2018;17.06.2018;NEG_NT;0;3,56;Anbieter an Netz;40;40;;
11.06.2018;17.06.2018;NEG_NT;0;6,92;Anbieter an Netz;5;5;;
11.06.2018;17.06.2018;NEG_NT;0;3,9;Netz an Anbieter;40;40;;
11.06.2018;17.06.2018;NEG_NT;0;128;Netz an Anbieter;40;40;;
11.06.2018;17.06.2018;NEG_NT;0;128;Netz an Anbieter;40;40;;
11.06.2018;17.06.2018;NEG_NT;0;128;Netz an Anbieter;40;40;;
11.06.2018;17.06.2018;NEG_NT;0;128;Netz an Anbieter;40;40;;
11.06.2018;17.06.2018;NEG_NT;0;128;Netz an Anbieter;40;40;;
11.06.2018;17.06.2018;NEG_HT;0;12,45;Anbieter an Netz;40;40;;
11.06.2018;17.06.2018;NEG_HT;0;12,45;Anbieter an Netz;40;40;;
11.06.2018;17.06.2018;NEG_HT;0;12,45;Anbieter an Netz;40;40;;
11.06.2018;17.06.2018;NEG_HT;0;12,45;Anbieter an Netz;40;40;;
11.06.2018;17.06.2018;NEG_HT;0;7,65;Anbieter an Netz;40;40;;
11.06.2018;17.06.2018;NEG_HT;0;13,7;Anbieter an Netz;5;5;;
11.06.2018;17.06.2018;NEG_NT;0;348;Netz an Anbieter;5;5;;
11.06.2018;17.06.2018;NEG_HT;0;664;Netz an Anbieter;15;15;;
11.06.2018;17.06.2018;NEG_HT;0;664;Netz an Anbieter;15;15;;
11.06.2018;17.06.2018;NEG_HT;0;664;Netz an Anbieter;5;5;;
11.06.2018;17.06.2018;NEG_HT;0;688;Netz an Anbieter;5;5;;
11.06.2018;17.06.2018;NEG_NT;0;1188;Netz an Anbieter;5;5;;
11.06.2018;17.06.2018;NEG_HT;0;664;Netz an Anbieter;20;20;;
11.06.2018;17.06.2018;NEG_HT;0;664;Netz an Anbieter;15;15;;
11.06.2018;17.06.2018;NEG_HT;0;664;Netz an Anbieter;15;15;;
11.06.2018;17.06.2018;NEG_HT;0;664;Netz an Anbieter;15;15;;
11.06.2018;17.06.2018;NEG_HT;0;1776,78;Netz an Anbieter;5;5;;
11.06.2018;17.06.2018;NEG_HT;0;1776,78;Netz an Anbieter;5;5;;
11.06.2018;17.06.2018;NEG_HT;0;1776,78;Netz an Anbieter;5;5;;
11.06.2018;17.06.2018;NEG_HT;0;1776,78;Netz an Anbieter;5;5;;
11.06.2018;17.06.2018;NEG_HT;0;688;Netz an Anbieter;6;6;;
11.06.2018;17.06.2018;NEG_NT;0;1188;Netz an Anbieter;6;6;;
11.06.2018;17.06.2018;NEG_HT;0;12,1;Anbieter an Netz;5;5;;
11.06.2018;17.06.2018;NEG_HT;0;10,6;Anbieter an Netz;5;5;;
11.06.2018;17.06.2018;NEG_HT;0;4,87;Anbieter an Netz;5;5;;
11.06.2018;17.06.2018;NEG_HT;0;2,4;Anbieter an Netz;5;5;;
11.06.2018;17.06.2018;NEG_HT;0;1,4;Anbieter an Netz;5;5;;
11.06.2018;17.06.2018;NEG_HT;0;0,4;Anbieter an Netz;5;5;;
11.06.2018;17.06.2018;NEG_HT;0;5,4;Anbieter an Netz;5;5;;
11.06.2018;17.06.2018;NEG_HT;0;344;Netz an Anbieter;5;5;;
11.06.2018;17.06.2018;NEG_HT;0;344;Netz an Anbieter;5;5;;
11.06.2018;17.06.2018;NEG_HT;0;344;Netz an Anbieter;5;5;;
11.06.2018;17.06.2018;NEG_NT;0;6,11;Anbieter an Netz;5;5;;
11.06.2018;17.06.2018;NEG_NT;0;1,1;Anbieter an Netz;5;5;;
11.06.2018;17.06.2018;NEG_NT;0;133;Netz an Anbieter;5;5;;
11.06.2018;17.06.2018;NEG_NT;0;0,11;Anbieter an Netz;5;5;;
11.06.2018;17.06.2018;NEG_NT;0;2,11;Anbieter an Netz;5;5;;
11.06.2018;17.06.2018;NEG_NT;0;2,11;Netz an Anbieter;5;5;;
11.06.2018;17.06.2018;NEG_NT;0;4,11;Netz an Anbieter;5;5;;
11.06.2018;17.06.2018;NEG_NT;0;5111;Netz an Anbieter;5;5;;
11.06.2018;17.06.2018;NEG_NT;0;94;Netz an Anbieter;5;5;;
11.06.2018;17.06.2018;NEG_NT;0;84;Netz an Anbieter;5;5;;
11.06.2018;17.06.2018;NEG_HT;0;874;Netz an Anbieter;6;6;;
11.06.2018;17.06.2018;NEG_HT;0;428;Netz an Anbieter;19;19;;
11.06.2018;17.06.2018;NEG_NT;0;1364;Netz an Anbieter;19;19;;
11.06.2018;17.06.2018;NEG_HT;0;525;Netz an Anbieter;8;8;;
11.06.2018;17.06.2018;NEG_HT;0;550;Netz an Anbieter;7;7;;
11.06.2018;17.06.2018;NEG_NT;0;5350;Netz an Anbieter;8;8;;
11.06.2018;17.06.2018;NEG_NT;0;5100;Netz an Anbieter;7;7;;
11.06.2018;17.06.2018;NEG_HT;0;699;Netz an Anbieter;8;8;;
11.06.2018;17.06.2018;NEG_HT;0;225;Netz an Anbieter;5;5;;
11.06.2018;17.06.2018;NEG_NT;0;138;Netz an Anbieter;5;5;;
11.06.2018;17.06.2018;NEG_NT;0;518;Netz an Anbieter;5;5;;
11.06.2018;17.06.2018;NEG_HT;0;245;Netz an Anbieter;11;11;;
11.06.2018;17.06.2018;NEG_NT;0;296;Netz an Anbieter;11;11;;
11.06.2018;17.06.2018;NEG_HT;0;350;Netz an Anbieter;5;5;;
11.06.2018;17.06.2018;NEG_HT;0;400;Netz an Anbieter;22;22;;
11.06.2018;17.06.2018;NEG_HT;0;205,75;Netz an Anbieter;5;5;;
11.06.2018;17.06.2018;NEG_HT;0;449,75;Netz an Anbieter;5;5;;
11.06.2018;17.06.2018;NEG_HT;0;419,75;Netz an Anbieter;5;5;;
11.06.2018;17.06.2018;NEG_NT;0;142,75;Netz an Anbieter;5;5;;
11.06.2018;17.06.2018;NEG_HT;0;1790;Netz an Anbieter;141;141;;
11.06.2018;17.06.2018;NEG_HT;0;3390;Netz an Anbieter;34;34;;
11.06.2018;17.06.2018;NEG_HT;0;4,9;Anbieter an Netz;20;20;;
11.06.2018;17.06.2018;NEG_HT;0;166,5;Netz an Anbieter;20;20;;
11.06.2018;17.06.2018;NEG_NT;0;35;Netz an Anbieter;20;20;;
11.06.2018;17.06.2018;NEG_NT;0;134;Netz an Anbieter;20;20;;
11.06.2018;17.06.2018;NEG_HT;0;12,98;Anbieter an Netz;20;20;;
11.06.2018;17.06.2018;NEG_HT;0;12,97;Anbieter an Netz;20;20;;
11.06.2018;17.06.2018;NEG_HT;0;12,96;Anbieter an Netz;23;23;;
11.06.2018;17.06.2018;NEG_HT;0;428;Netz an Anbieter;6;6;;
11.06.2018;17.06.2018;NEG_NT;0;1364;Netz an Anbieter;5;5;;
11.06.2018;17.06.2018;NEG_HT;0;750;Netz an Anbieter;11;11;;
11.06.2018;17.06.2018;NEG_HT;0;180;Netz an Anbieter;10;10;;
11.06.2018;17.06.2018;NEG_HT;0;239;Netz an Anbieter;5;5;;
11.06.2018;17.06.2018;NEG_HT;0;433;Netz an Anbieter;6;6;;
11.06.2018;17.06.2018;NEG_HT;0;698;Netz an Anbieter;5;5;;
11.06.2018;17.06.2018;NEG_HT;0;698;Netz an Anbieter;6;6;;
11.06.2018;17.06.2018;NEG_HT;0;4998;Netz an Anbieter;15;15;;
11.06.2018;17.06.2018;NEG_HT;0;4998;Netz an Anbieter;10;10;;
11.06.2018;17.06.2018;NEG_HT;0;4998;Netz an Anbieter;7;7;;
11.06.2018;17.06.2018;NEG_HT;0;4998;Netz an Anbieter;6;6;;
11.06.2018;17.06.2018;NEG_NT;0;850;Netz an Anbieter;7;7;;
11.06.2018;17.06.2018;NEG_NT;0;2,68;Anbieter an Netz;43;43;;
